name;lat;lon;id;gtfsid;gtfsname;gtfslat;gtfslon;Sydtaxid
Alvesta Folkets hus;56.900746475679;14.553462656037;64149;7420362;Alvesta Folkets hus;56.900764526956;14.553462292577;7064149
Alvesta Kyrka;56.900714340326;14.564640775667;64137;7424690;Alvesta kyrka;56.900758998656;14.564606709716;7064137
Alvesta resecentrum;56.898887251946;14.556134393695;64204;7400004;Alvesta station;56.898776091892;14.557582590554;7064204
Amundgård;57.000091623276;14.677069544956;80447;7435280;Amundgård;57.00009171417;14.677069804764;7080447
Amundshylte;56.51595150877;14.574228538524;65031;7437288;Amundshylte;56.51595158424;14.574228698678;7065031
Andersgård;56.659899866012;14.84978117306;80390;7435387;Andersgård;56.65989993514;14.849781384798;7080390
Anderslund;56.415553110242;14.660013837426;63367;7436539;Anderslund;56.415553171578;14.660013984299;7063367
Anebodavägen;57.134319234774;14.614586014747;80425;7435322;Anebodavägen;57.134319329424;14.614586295336;7080425
Angelstad, Nyhemsvägen;56.829899238102;13.75881675507;81251;7410025;Angelstad Nyhemsvägen;56.82990836507;13.758816459641;7081251
Anna Trolles väg;56.886487811896;14.82045782756;80101;7434929;Anna Trolles väg;56.886487893222;14.820458074624;7080101
Annae Gärde;56.873029453334;14.819762431421;80023;7434805;Annae Gärde;56.873029145798;14.819713486629;7080023
Annerstad östra;56.755470341467;13.724622389341;81276;7424712;Annerstad östra;56.755470496469;13.7246225601;7081276
Annerstad västra;56.756164705649;13.706040368315;81275;7424713;Annerstad västra;56.75616486241;13.70604053869;7081275
Antons väg;56.894135232098;14.801910893818;80111;7434947;Antons väg;56.894135314543;14.801911141207;7080111
Apelholm;56.793729732402;14.427430173005;64067;7435771;Apelholm;56.793729832628;14.427430383313;7064067
Aplamon;56.795805300872;14.420217902643;64068;7435769;Aplamon;56.795805401635;14.420218113038;7064068
Arabygatan;56.888081482547;14.781893156986;80124;7425860;Växjö Arabygatan;56.888157024315;14.782334318064;7080124
Arebro;57.004906941668;15.16320197775;80488;7435208;Arebro;57.004907012977;15.163202255793;7080488
Arenastaden norra;56.882995538547;14.772813007948;80151;7435017;Enator;56.882995622049;14.772813252155;7080151
Arenastaden södra;56.878881152623;14.77701079976;80523;7445052;Arenastaden södra;56.878899057829;14.776994151072;7080523
Aringsbergsvägen;56.896501691659;14.56729139861;64133;7435665;Aringsbergsvägen;56.896501786371;14.567291636078;7064133
Aritsbomåla;56.504385721019;15.10241891623;63312;7436636;Aritsbomåla;56.504385766031;15.102419126617;7063312
Arnanäs;56.951932605858;14.628793875331;64004;7412932;Arnanäs;56.951932698415;14.628794125277;7064004
Arnanäs, Älmhult;56.641905860847;14.327689417953;65075;7437200;Arnanäs;56.641905961598;14.327689587604;7065075
Arnegård;56.708111546596;14.831593326951;80396;7435376;Arnegård;56.708111619523;14.831593545515;7080396
Asarum Storgatan;56.209118544926;14.833734362094;91056;7400583;Asarum Storgatan;56.209118192201;14.833686150585;7091056
Asarums kyrka;56.20520744697;14.834348996609;91008;7410042;Asarum kyrka;56.205258186351;14.833944993376;7091008
Asavägen;57.093063833399;14.805710655826;80462;7435253;Asavägen;57.093063919341;14.805710933482;7080462
Askaremåla;56.326810937251;14.887886846147;91045;7432598;Askaremåla;56.326829174284;14.8879188946;7091045
Astradskolan;56.831281718729;13.95425817911;81019;7425862;Ljungby Astradskolan;56.831281854589;13.954258379323;7081019
Axel Rothsgatan;56.837777748189;13.95864045656;81099;7436307;Axel Rothsgatan;56.837695399967;13.959136331414;7081099
Axhult;56.508232316032;13.673928568748;67031;7436426;Axhult;56.508232468725;13.673928655824;7067031
Bäckaby pensionärshemmet;57.269974322488;14.922121039464;93912;7440575;Bäckaby Pensionärshemmet;57.26998373156;14.922170845664;7093912
Bäckaby skola;57.267377362542;14.92698991987;93091;7430447;Bäckaby skola;57.267377443419;14.926990221818;7093091
Backagården, Ljungby;56.901004845912;14.135601141859;81048;7436353;Backagården Ljungby;56.901004968569;14.135601365395;7081048
Bäckalunds vägskäl;56.776912590671;14.612507750451;64034;7435804;Bäckalunds vägskäl;56.7769126789;14.612507967298;7064034
Bäckanäs;57.066067509562;14.605185005618;64055;7435789;Bäckanäs;57.066067604654;14.605185274679;7064055
Backarna;56.755407949316;13.733276045084;81277;7436016;Backarna;56.755408103507;13.733276216107;7081277
Backaryd;56.347766723838;15.153211453787;91002;7401015;Backaryd;56.347730488819;15.153147573269;7091002
Bäckaryd Norra;56.742232724329;13.870245456767;81319;7435940;Bäckaryd norra;56.74223286582;13.870245628781;7081319
Bäckaryd Södra;56.737187815014;13.866402696124;81318;7435942;Bäckaryd södra;56.737187956736;13.866402866501;7081318
Backarydsskolan;56.341826617991;15.157646715989;91022;7432298;Backarydsskolan;56.341826474519;15.157614570089;7091022
Bäckasjögärde;56.333520451011;15.171772328371;91023;7432297;Bäckasjögärde;56.333547664279;15.171820572655;7091023
Bäckasjön;56.32437971949;15.173912054428;91024;7432296;Bäckasjön;56.324397703046;15.173911949959;7091024
Bäckatorp;56.94666198547;13.980439966881;81197;7436147;Bäckatorp;56.946662119952;13.980440198371;7081197
Backgatan, Kosta;56.836946123389;15.399204800166;61027;7435883;Backgatan Kosta;56.836946181498;15.399205074692;7061027
Backgatan, Markaryd;56.453257987015;13.595493467091;67039;7422174;Markaryd Backgatan;56.45325814557;13.595493529458;7067039
Bäckseda skola;57.403750538245;15.084812528893;93016;7440617;Bäckseda Storegårdsvägen;57.402533078284;15.082324832738;7093016
Bäckvägen;56.998136961941;14.57821536235;64161;7435615;Bäckvägen;56.998137057883;14.578215618893;7064161
Badeboda;57.14709374189;15.297790539121;60084;7414491;Badeboda;57.147093812032;15.297790835013;7060084
Baggåsvägen;56.652946641509;14.309109210626;65076;7437198;Baggåsvägen;56.652946744177;14.309109381728;7065076
Baldersgatan;56.556151494409;14.147088713399;65052;7437245;Baldersgatan;56.556151604767;14.147088848084;7065052
Bäckaby pensionärshemmet;57.269974322488;14.922121039464;93912;7440575;Bäckaby Pensionärshemmet;57.26998373156;14.922170845664;7093912
Bäckaby skola;57.267377362542;14.92698991987;93091;7430447;Bäckaby skola;57.267377443419;14.926990221818;7093091
Backagården, Ljungby;56.901004845912;14.135601141859;81048;7436353;Backagården Ljungby;56.901004968569;14.135601365395;7081048
Bäckalunds vägskäl;56.776912590671;14.612507750451;64034;7435804;Bäckalunds vägskäl;56.7769126789;14.612507967298;7064034
Bäckanäs;57.066067509562;14.605185005618;64055;7435789;Bäckanäs;57.066067604654;14.605185274679;7064055
Backarna;56.755407949316;13.733276045084;81277;7436016;Backarna;56.755408103507;13.733276216107;7081277
Backaryd;56.347766723838;15.153211453787;91002;7401015;Backaryd;56.347730488819;15.153147573269;7091002
Bäckaryd Norra;56.742232724329;13.870245456767;81319;7435940;Bäckaryd norra;56.74223286582;13.870245628781;7081319
Bäckaryd Södra;56.737187815014;13.866402696124;81318;7435942;Bäckaryd södra;56.737187956736;13.866402866501;7081318
Backarydsskolan;56.341826617991;15.157646715989;91022;7432298;Backarydsskolan;56.341826474519;15.157614570089;7091022
Bäckasjögärde;56.333520451011;15.171772328371;91023;7432297;Bäckasjögärde;56.333547664279;15.171820572655;7091023
Bäckasjön;56.32437971949;15.173912054428;91024;7432296;Bäckasjön;56.324397703046;15.173911949959;7091024
Bäckatorp;56.94666198547;13.980439966881;81197;7436147;Bäckatorp;56.946662119952;13.980440198371;7081197
Backgatan, Kosta;56.836946123389;15.399204800166;61027;7435883;Backgatan Kosta;56.836946181498;15.399205074692;7061027
Backgatan, Markaryd;56.453257987015;13.595493467091;67039;7422174;Markaryd Backgatan;56.45325814557;13.595493529458;7067039
Bäckseda skola;57.403750538245;15.084812528893;93016;7440617;Bäckseda Storegårdsvägen;57.402533078284;15.082324832738;7093016
Bäckvägen;56.998136961941;14.57821536235;64161;7435615;Bäckvägen;56.998137057883;14.578215618893;7064161
Badeboda;57.14709374189;15.297790539121;60084;7414491;Badeboda;57.147093812032;15.297790835013;7060084
Baggåsvägen;56.652946641509;14.309109210626;65076;7437198;Baggåsvägen;56.652946744177;14.309109381728;7065076
Baldersgatan;56.556151494409;14.147088713399;65052;7437245;Baldersgatan;56.556151604767;14.147088848084;7065052
Balkö;56.695860524893;13.668862662829;81073;7436343;Balkö;56.695860684235;13.668862812627;7081073
Bamsan;56.545864623156;14.950158445466;63192;7424736;Bamsan;56.545855251629;14.950093827638;7063192
Barkhult;56.526738922928;14.377194719931;65039;7437273;Barkhult;56.526739013168;14.377194865196;7065039
Barsbro;57.061269332713;14.864239735993;80466;7424667;Barsbro;57.061331893998;14.864188979599;7080466
Bävervägen;56.911339597632;14.834561615407;80194;7435097;Bävervägen;56.91133967907;14.834561867005;7080194
Benestad norra;56.883271340136;14.547370550403;64014;7435824;Benestad norra;56.88326245781;14.547371086369;7064014
Benestad södra;56.871697414024;14.544053135767;64027;7435811;Benestad södra;56.871697509433;14.544053367507;7064027
Bengtkälla;57.263559451567;16.093873283915;92055;7453061;Bengtkälla;57.263567660399;16.094238256322;7092055
Bengtsgårdsvägen;57.023596448397;14.884672202988;80504;7435191;Bengtsgårdsvägen;57.023596530237;14.884672473004;7080504
Berg, Växjö;57.082067752079;14.709675501379;80430;7424671;Berg;57.082067842209;14.709675775266;7080430
Berga Idrottsplats;57.223456962861;16.03724374915;92050;7452686;Berga Idrottsplats;57.223546699029;16.037310845517;7092050
Berga Kyrka;56.919936607343;13.989989724043;81195;7436151;Berga kyrka;56.919936741057;13.989989948798;7081195
Berga station;57.216738112182;16.033494309709;92048;7400500;Berga station;57.216344483799;16.032714311576;7092048
Bergagården;56.627231781063;14.037986993254;65097;7437154;Bergagården;56.627231904216;14.037987140471;7065097
Berghem Norra;56.800403359564;13.908355040271;81323;7435933;Berghem norra;56.800403498819;13.908355230431;7081323
Berghem Södra;56.795483958304;13.90146684463;81322;7435935;Berghem södra;56.795484098069;13.901467033166;7081322
Bergkvara;56.866862435957;14.737134545859;80405;7435359;Bergkvara;56.866862520721;14.737134785649;7080405
Bergs Säteri;57.073584177486;14.715152661179;80431;7435309;Bergs säteri;57.073584267315;14.715152933863;7080431
Bergsdal;57.197322463925;14.528414310648;93090;7440841;Bergsdal;57.197322562237;14.528414600973;7093090
Bergsnäs;56.885460778972;14.751860717035;80128;7434977;Bergsnäs;56.885460863584;14.751860960656;7080128
Bergstigen;56.672969562372;15.363391455996;61017;7435899;Bergstigen;56.672969611365;15.363391712431;7061017
Bergundaskolan;56.876489444433;14.739205196225;80536;7459028;Bergundaskolan;56.876489529401;14.739205437744;7080536
Bikupan;56.751461627481;15.274688998856;61004;7435921;Bikupan;56.751452774313;15.274705728337;7061004
Billa, Hemmesjö Kyrka;56.830482645322;14.954372103407;80372;7410098;Billa Hemmesjö kyrka;56.830482718497;14.954372349195;7080372
Biskopshagen;56.863777137903;14.798101034091;80514;7430985;Biskopshagen;56.863644932435;14.800629805177;7080514
Bjälkalund;56.556936601648;15.054070867048;63296;7436664;Bjälkalund;56.556936653377;15.054071080306;7063296
Bjälvatorp;57.077517122949;14.863382741914;80465;7435247;Bjälvatorp;57.077410084337;14.863468186084;7080465
Bjärnaryd;56.871397095523;13.83696924505;81241;7424715;Bjärnaryd;56.871440306077;13.836852373537;7081241
Bjärnum Busstn;56.290494716338;13.707828808466;90010;7400567;Bjärnum busstation;56.291665916125;13.710672246216;7090010
Bjärseryds vägskäl;56.738699508053;13.4601511061;81296;7435981;Bjärseryds vägskäl;56.738699689157;13.460151263699;7081296
Björka;57.212144496656;14.51653168693;93089;7440840;Björka;57.212118003378;14.51656600892;7093089
Björkavägen;56.996106343017;15.010104803842;80469;7435241;Björkavägen;56.99610641938;15.010105074725;7080469
Björkeberg;56.827425567377;13.829350010414;81246;7436069;Björkeberg;56.827425713746;13.829350205924;7081246
Björkebråten;56.407957544244;14.738826577593;63126;7424740;Björkebråten;56.407957599785;14.73882673152;7063126
Björkedal, Alvesta;56.751904005969;14.491428744178;64056;7435787;Björkedal Alvesta;56.751904100534;14.491428949008;7064056
Björkehed;56.250400859779;15.281120530248;91035;7432208;Björkehed;56.25044577162;15.28112011245;7091035
Björkelund, Uppvidinge;57.033522101272;15.222856265545;60063;7437015;Björkelund Uppvidinge;57.033522171474;15.22285654888;7060063
Björkesjömåla vägskäl;56.517762256194;14.552334142261;65013;7414151;Björkesjömåla vägskäl;56.517762333277;14.552334300815;7065013
Björkgatan;57.035560757605;14.571051095048;64169;7424688;Torpsbruk Björkgatan;57.035560854278;14.571051358061;7064169
Björkhaga;57.04122323309;14.040060331661;81202;7436137;Björkhaga;57.041223362632;14.040060587463;7081202
Björkvik;56.705880914172;13.058517125441;94029;7433256;Björkvik;56.70589011085;13.058516608901;7094029
Björnö;57.175724122868;14.607582462656;80303;7435526;Björnö;57.175724217596;14.607582749873;7080303
Björnstorp, Alvesta;56.918618237374;14.555244922215;64062;7411426;Björnstorp;56.918618333266;14.555245163384;7064062
Björnvägen;56.908994757979;14.834441951744;80183;7435080;Björnvägen;56.90892096793;14.834181471191;7080183
Bjursjö;57.126679026944;14.627166220017;80208;7435535;Bjursjö;57.126679121014;14.627166499532;7080208
Blåbärsvägen;56.896089551395;14.819515712802;80095;7434918;Blåbärsvägen;56.896089633069;14.819515961331;7080095
Blädinge kyrka;56.848926811778;14.532166700684;64038;7424707;Blädinge kyrka;56.848926907245;14.532166927436;7064038
Blåljushuset;56.541690742974;14.128374063527;65083;7437180;Blåljushuset;56.541681877429;14.128374589905;7065083
Bländavägen;56.885536831237;14.79141235614;80078;7434885;Bländavägen;56.885536913916;14.791412601652;7080078
Blåsippan;56.549876616648;14.129946997204;65079;7437192;Blåsippan;56.549858336396;14.129915418492;7065079
Bleckslagarevägen;56.737743337154;14.546471816396;64086;7435739;Bleckslagarevägen;56.737769206125;14.546356767673;7064086
Blidens väg;56.847340384155;14.821454487978;80015;7434794;Blidens väg;56.847340464071;14.82145472887;7080015
Blidingsholm;56.503255303988;14.723012194537;63375;7436522;Blidingsholm;56.503255368942;14.723012366105;7063375
Blockhusvägen;56.91131134862;14.787035790183;80063;7434860;Blockhusvägen;56.911311432282;14.787036039631;7080063
Blockvägen;56.905093287288;14.838564722339;80275;7435164;Blockvägen;56.905093368355;14.838564973161;7080275
Blomstervägen, Växjö;56.888747971463;14.805402431707;80092;7434912;Blomstervägen;56.888748053573;14.805402678403;7080092
Boansö;56.703978596331;14.393618825147;65006;7437313;Boansö;56.703933807619;14.393620695664;7065006
Boaryd, Ljungby;56.823211975247;14.134004747588;81137;7422075;Boaryd;56.823288512743;14.134345527569;7081137
Boarydsudd;56.611920688726;14.991920919075;63066;7424741;Boarydsudd;56.611920747591;14.99192113492;7063066
Boastads vägskäl;56.59221389991;14.097987329317;65093;7437161;Boastads vägskäl;56.592214016321;14.09798747053;7065093
Boastads vägskäl;56.59221389991;14.097987329317;65093;7437161;Boastads vägskäl;56.592214016321;14.09798747053;7065093
Bockara Centrum;57.261421175043;16.065503212426;92024;7414108;Bockara centrum;57.261475354371;16.06538791298;7092024
Bockara festplats;57.262148138303;16.082543896333;92054;7453060;Bockara festplats;57.26224569932;16.08312495268;7092054
Bockasjögle;57.205806766291;15.520360309377;92075;7453170;Bockaskögle;57.205833620275;15.520294222254;7092075
Bockaskruv;56.983805961819;15.703038035984;60036;7437060;Bockaskruv;56.983814987008;15.703021865477;7060036
Boda, Kalvsvik;56.756857630625;14.715394716843;80384;7435397;Boda Kalvsvik;56.756857712186;14.715394936123;7080384
Boda, Torpa;56.6942192514;13.62087626564;81074;7422184;Boda;56.694219415476;13.62087641309;7081074
Boestad;57.192564705973;15.157016738873;60102;7436951;Boestad;57.192564780053;15.157017035607;7060102
Bokelund;57.114742320538;14.458543919759;64042;7435800;Bokelund;57.114742423256;14.45854419508;7064042
Bokelundsrondellen;56.895636797815;14.786609364797;80083;7434895;Araby;56.895636881038;14.78660961171;7080083
Bokelundsvägen;56.899039637804;14.797577950655;80085;7434899;Bokelundsvägen;56.899039720604;14.797578198623;7080085
Bökhult;56.566264129796;14.12627748461;65089;7437169;Bökhult;56.566264242464;14.126277620576;7065089
Böksholm;57.087547024547;15.006645430585;80494;7424664;Böksholm;57.087547102623;15.006645712582;7080494
Bokvägen;56.576402965125;14.158357754954;65030;7437290;Bokvägen;56.576507778705;14.158125517866;7065030
Bollgatan;56.879685268844;14.780876204169;80148;7435011;Bollgatan;56.879685351848;14.780876448224;7080148
Bollstad, Bolmsö Skola;56.950458199226;13.743958778646;81215;7404058;Bolmstad Bolmsö skola;56.950458352896;13.74395900813;7081215
Bolmaryd;56.760514677545;13.77392891293;81280;7436010;Bolmaryd;56.76051482805;13.773929086879;7081280
Bolmarydvägen;56.705991906583;13.778943956064;81068;7436345;Bolmarydvägen;56.705992055581;13.778944113463;7081068
Bolmen, Strandsjövägen;56.81647086184;13.700013227295;81257;7410139;Bolmen Strandsjövägen;56.816471019728;13.700013416238;7081257
Bölminge;56.673413844447;13.699504228187;81072;7422196;Bölminge;56.673414000287;13.699504371941;7081072
Bolmsö;57.007195687471;13.720455134543;81211;7410140;Bolmsö;57.007195842352;13.720455380104;7081211
Bondegatan;56.836721061733;13.954612265462;81100;7436305;Bondegatan;56.836721197633;13.954612467171;7081100
Bondeskog;56.650323625361;15.344371188548;61014;7435904;Bondeskog;56.65032367327;15.344371440969;7061014
Bondevägen;56.848891674734;14.803106751159;80009;7434786;Bondevägen;56.848891755595;14.803106991325;7080009
Bor station;57.116741578963;14.167882878961;93012;7401024;Bor station;57.115881445678;14.169406937232;7093012
Borlanda;57.024315261878;14.849992551608;80456;7435263;Borlanda;57.024315345183;14.849992820601;7080456
Börsås;57.193852504753;15.5077491965;60076;7436995;Börsås;57.193852571214;15.507749500901;7060076
Borsna;56.921821470863;14.155692622698;81040;7423130;Borsna;56.92182159227;14.155692851786;7081040
Bösalt;56.497953408724;13.527146539723;67017;7436449;Bösalt;56.497953576957;13.527146614014;7067017
Botahultsvägen;56.622038152161;14.922891067246;63283;7436689;Botahultsvägen;56.622038215076;14.922891278679;7063283
Braås Volvo CE;57.055673054078;15.028903087002;80495;7424644;Braås Braåsverken;57.055673130924;15.028903365855;7080495
Braås, Sjösåsvägen;57.062645521044;15.050086498106;80481;7424645;Braås Sjösåsvägen;57.062645597262;15.050086778457;7080481
Bramstorp;56.823135292284;14.878594171126;80338;7435474;Bramstorp;56.823135368545;14.87859441139;7080338
Bråna vägskäl;56.750060910217;14.147131226838;81077;7422177;Bråna vägskäl;56.750061028958;14.147131413096;7081077
Brände Udde;56.862309338519;14.838472921934;80172;7435060;Brände Udde;56.862309418175;14.8384731661;7080172
Brändekvarnsvägen;56.716753889367;14.933770070957;80360;7435432;Brändekvarnsvägen;56.716753957783;14.933770298346;7080360
Brändemosse;56.815433581959;13.546767787809;81266;7436034;Brändemosse;56.815433754456;13.546767973188;7081266
Brändetorpsvägen;56.521002414809;14.499826567831;65033;7437284;Brändetorpsvägen;56.521002495751;14.499826722392;7065033
Brandstationen, Braås;57.055982725404;15.059137695086;80485;7435214;Brandstationen Braås;57.055982801204;15.059137974956;7080485
Brandstationen, Liatorp;56.66457005967;14.259977370097;65069;7437209;Brandstationen Liatorp;56.664570166556;14.259977540925;7065069
Brandstationen, Ronneby;56.211231053277;15.280366830926;91042;7432196;Brandstationen;56.21119513463;15.280367514077;7091042
Brånhult;56.433251997327;13.571912643042;67044;7436403;Brånhult;56.433252157501;13.571912696441;7067044
Bråten, Alvesta;57.056073341203;14.484881632495;64045;7435798;Bråten;57.056073442592;14.484881897388;7064045
Bråten, Värnamokommun;57.070867037756;14.179023773478;93033;7440177;Bråten;57.071011631516;14.179083668305;7093033
Bråthult;56.558751406083;14.287230381353;65045;7424775;Bråthult;56.558751505265;14.287230527344;7065045
Bredåkra;56.256889274671;15.251182178716;91032;7423403;Bredåkra;56.256871324845;15.251182632126;7091032
Bredåkra kyrka;56.255544946834;15.251814739513;91033;7410167;Bredåkra kyrka;56.255527141329;15.251847459053;7091033
Bredåkra Östra;56.254297309369;15.258028150823;91327;7410167;Bredåkra kyrka;56.255527141329;15.251847459053;7091327
Bredaslätt;56.530511381259;14.884198742623;63341;7436587;Bredaslätt;56.530511439223;14.884198935013;7063341
Bredebäckshult;56.634655337103;15.125759212067;63289;7436677;Bredebäckshult;56.634655391757;15.125759443055;7063289
Bredhult;57.090827491451;14.640445792079;80427;7410165;Bredhult;57.090827584885;14.640446065969;7080427
Brittatorp;57.034608454444;14.939050114485;80498;7420066;Brittatorp;57.034608534283;14.939050387777;7080498
Broaryd;56.668704821696;15.100663374098;80341;7435468;Broaryd;56.66870487977;15.100663607547;7080341
Broarydsmåla;56.671712806817;15.09741001214;80342;7435466;Broarydsmåla;56.671712865228;15.09741024573;7080342
Broby Busstn;56.255348592562;14.075023001396;90006;7400336;Broby busstation;56.254907740143;14.07560772949;7090006
Broholm;57.130765080071;15.273178772138;60001;7437080;Broholm;57.130765150627;15.273179066004;7060001
Brohult;57.276155104055;14.522484428647;93088;7440831;Brohult;57.276155201233;14.522484731975;7093088
Brokhult;56.550704964206;14.035524250978;65123;7437111;Brokhult;56.550705083889;14.035524376049;7065123
Brokhult Ö:a;56.551084098898;14.058501771887;65124;7437109;Brokhult Ö:a;56.551084216574;14.058501898705;7065124
Brokhult västra;56.549667690105;14.015163877613;65122;7437113;Brokhult västra;56.549667811548;14.015164000942;7065122
Brovägen;56.418164107227;15.054105701887;91016;7432304;Brovägen;56.418208849335;15.054072604873;7091016
Brunnshult;56.904463052318;14.383824883582;64179;7435592;Brunnshult;56.904463158168;14.383825115694;7064179
Bryggerivägen;56.646753054365;14.228687460149;65065;7437217;Bryggerivägen;56.646753162823;14.228687624498;7065065
Bullerbyn;56.93582571509;14.577914653303;64005;7412931;Bullerbyn;56.935825810071;14.577914898518;7064005
Bultvägen;56.51955435259;14.985324761393;63302;7436654;Bultvägen;56.519178573754;14.986892753665;7063302
Buskahult;56.721932684333;14.647899539171;64079;7435749;Buskahult;56.721932768025;14.647899747588;7064079
Buxabygd;56.824430582331;14.220488147672;81131;7436262;Buxabygd;56.824430697577;14.220488355603;7081131
Bygdegården, Berg;57.087034715308;14.699549687385;80429;7435312;Bygdegården Berg;57.087034805929;14.699549961835;7080429
Bygdegården, Häradsbäck;56.530051004013;14.463158869392;65035;7437280;Bygdegården Häradsbäck;56.530051088192;14.463159022827;7065035
Byholma;56.789193226296;13.567119819764;81269;7424714;Byholma;56.789193396751;13.567119996958;7081269
Centrallager nord;56.535970826968;14.123181358164;65051;7437247;Centrallager nord;56.535925174789;14.123118492564;7065051
Centrallager syd;56.532901297327;14.124016465171;65050;7425855;Centrallager syd;56.532901408297;14.12401659166;7065050
Centrum Öst, Karlshamn;56.170660210131;14.868676163293;91161;7440918;Centrum öst;56.170677823655;14.868627559174;7091161
Centrum Väst, Karlshamn;56.169039740886;14.86110102848;91163;7440991;Centrum väst;56.169182207766;14.860936663916;7091163
Centrallager nord;56.535970826968;14.123181358164;65051;7437247;Centrallager nord;56.535925174789;14.123118492564;7065051
Centrallager syd;56.532901297327;14.124016465171;65050;7425855;Centrallager syd;56.532901408297;14.12401659166;7065050
Centrum Öst, Karlshamn;56.170660210131;14.868676163293;91161;7440918;Centrum öst;56.170677823655;14.868627559174;7091161
Centrum Väst, Karlshamn;56.169039740886;14.86110102848;91163;7440991;Centrum väst;56.169182207766;14.860936663916;7091163
Dackeskolan;56.527814592426;14.9741934663;63181;7424739;Tingsryd Dackeskolan;56.527823625115;14.974193470274;7063181
Dackestupet;57.295153469132;15.567934079822;92081;7453165;Dackestupet;57.295189326744;15.567867813122;7092081
